story_id,obs1,obs2,real_hypothesis,comet_model,abduction_gpt_lg_model,abduction_gpt_md_model,abduction_gpt_sm_model
86cc1e3e-5c6d-453b-8f46-89d9e55a664f-1,Ricky had always wanted to learn to tie a bowtie.,Ricky was happy that he could finally tie a bowtie.,Ricky watched a video on the internet teaching him how to create webpages.,Ricky had the tools to do it.,Ricky watched a video to learn to tie.  the instructor was determined. ,Ricky watched a video on how to do it. ,Ricky was able to tie a bowtie. Ricky was able to tie a bowtie. Ricky was able to tie a bowtie
86cc1e3e-5c6d-453b-8f46-89d9e55a664f-1,Ricky had always wanted to learn to tie a bowtie.,Ricky was happy that he could finally tie a bowtie.,Ricky watched videos online to teach himself.,Ricky got instructor and practiced.,Ricky watched a video to learn to tie.  the instructor was determined. ,Ricky watched a video on how to do it. ,Ricky was able to tie a bowtie. Ricky was able to tie a bowtie. Ricky was able to tie a bowtie
86e89f30-9e09-4b1b-bec2-3fcfcf92fe53-1,Renee has a baby.,Courtney was happy to learn how to hold a baby.,"Courtney, her friend wanted to avoid babies every day.",Renee's baby fell and broke the other arm.,Courtney her friend wanted to have a baby someday.  gives her friends a asked her friend. ,Courtney her friend wanted to hold the baby. ,Courtney was very happy with her baby. [SEP]Courtney was very happy with her baby. Courtney was very happy with her baby
86e89f30-9e09-4b1b-bec2-3fcfcf92fe53-1,Renee has a baby.,Courtney was happy to learn how to hold a baby.,Her friend Courtney refused to hold the baby.,Renee went out to the market for baby items.,Courtney her friend wanted to have a baby someday.  gives her friends a asked her friend. ,Courtney her friend wanted to hold the baby. ,Courtney was very happy with her baby. [SEP]Courtney was very happy with her baby. Courtney was very happy with her baby
86e89f30-9e09-4b1b-bec2-3fcfcf92fe53-1,Renee has a baby.,Courtney was happy to learn how to hold a baby.,Renee showed her friend Courtney how to hold a baby.,Renee didn't know how to take care of the baby.,Courtney her friend wanted to have a baby someday.  gives her friends a asked her friend. ,Courtney her friend wanted to hold the baby. ,Courtney was very happy with her baby. [SEP]Courtney was very happy with her baby. Courtney was very happy with her baby
86e89f30-9e09-4b1b-bec2-3fcfcf92fe53-1,Renee has a baby.,Courtney was happy to learn how to hold a baby.,Courtney didn't know what she was doing.,Renee realized her baby was small.,Courtney her friend wanted to have a baby someday.  gives her friends a asked her friend. ,Courtney her friend wanted to hold the baby. ,Courtney was very happy with her baby. [SEP]Courtney was very happy with her baby. Courtney was very happy with her baby
86ea584b-3adc-4c0d-9c16-c91b239b40ae-1,Angie loved to run.,She was surprised to find her normal run was 13 miles!,Angie decided to run her usual 13 miles one day.,Angie went to a running competition.,Angie ran every single day. . ,Angie decided to track her run. ,Angie ran a marathon. Angie ran a marathon. Angie ran a marathon
86ea584b-3adc-4c0d-9c16-c91b239b40ae-1,Angie loved to run.,She was surprised to find her normal run was 13 miles!,One day Angie decided to map her run.,Angie ran 14 miles for the first time.,Angie ran every single day. . ,Angie decided to track her run. ,Angie ran a marathon. Angie ran a marathon. Angie ran a marathon
86ea584b-3adc-4c0d-9c16-c91b239b40ae-1,Angie loved to run.,She was surprised to find her normal run was 13 miles!,Angie constantly won local races against elite athletes.,Angie decided to run with her brother instead.,Angie ran every single day. . ,Angie decided to track her run. ,Angie ran a marathon. Angie ran a marathon. Angie ran a marathon
86ea584b-3adc-4c0d-9c16-c91b239b40ae-1,Angie loved to run.,She was surprised to find her normal run was 13 miles!,Angie never ran.,Angie ran a little later and started running faster.,Angie ran every single day. . ,Angie decided to track her run. ,Angie ran a marathon. Angie ran a marathon. Angie ran a marathon
870a6c1d-c5af-48ad-84b9-27400436ed80-1,Abbey had been asking her mom for a cool toy all year.,"Luckily, she was happy with her choice.",Abbeys mom bought a different toy instead.,"Abbey bought one on sale, but it was broken.",Abbey's mom took her to the biggest toy store.  and again would have a again next week. ,Abbey's mom bought her a vintage American Beth. ,Abbey's mom gave her a gift. Abbey's mom asked her to play with it. Abbey's mom asked her to play with it
870a6c1d-c5af-48ad-84b9-27400436ed80-1,Abbey had been asking her mom for a cool toy all year.,"Luckily, she was happy with her choice.",Abbey's mom bought her a vintage American Girl doll.,Abbey didn't know the cutest toy.,Abbey's mom took her to the biggest toy store.  and again would have a again next week. ,Abbey's mom bought her a vintage American Beth. ,Abbey's mom gave her a gift. Abbey's mom asked her to play with it. Abbey's mom asked her to play with it
870a6c1d-c5af-48ad-84b9-27400436ed80-1,Abbey had been asking her mom for a cool toy all year.,"Luckily, she was happy with her choice.",Abbey's mom took her to the biggest toy store.,Abbey chose a cool toy because her mom liked it.,Abbey's mom took her to the biggest toy store.  and again would have a again next week. ,Abbey's mom bought her a vintage American Beth. ,Abbey's mom gave her a gift. Abbey's mom asked her to play with it. Abbey's mom asked her to play with it
870a6c1d-c5af-48ad-84b9-27400436ed80-1,Abbey had been asking her mom for a cool toy all year.,"Luckily, she was happy with her choice.",Because she doesn't want a toy.,Abbey asked her mom if she wanted a cool toy from the mall.,Abbey's mom took her to the biggest toy store.  and again would have a again next week. ,Abbey's mom bought her a vintage American Beth. ,Abbey's mom gave her a gift. Abbey's mom asked her to play with it. Abbey's mom asked her to play with it
8729999f-e67d-446b-9f9d-beecd9572b73-1,Susie was having trouble sleeping at night.,She finally was able to fall asleep after feeling relaxed.,Susie had a hard time dealing with stress.,Susie decided to see a doctor.,Susie was tossing and turning.  was hard. ,Susie then went to bed at normal times. ,Susie was tired and tired. Susie was tired and tired. Susie was tired and tired
8729999f-e67d-446b-9f9d-beecd9572b73-1,Susie was having trouble sleeping at night.,She finally was able to fall asleep after feeling relaxed.,Susie then went to bed at normal times.,Susie found somewarm blankets.,Susie was tossing and turning.  was hard. ,Susie then went to bed at normal times. ,Susie was tired and tired. Susie was tired and tired. Susie was tired and tired
8729999f-e67d-446b-9f9d-beecd9572b73-1,Susie was having trouble sleeping at night.,She finally was able to fall asleep after feeling relaxed.,Susie was tossing and turning.,Susie decided to rest before she fell asleep.,Susie was tossing and turning.  was hard. ,Susie then went to bed at normal times. ,Susie was tired and tired. Susie was tired and tired. Susie was tired and tired
8729999f-e67d-446b-9f9d-beecd9572b73-1,Susie was having trouble sleeping at night.,She finally was able to fall asleep after feeling relaxed.,Susie went to the Doctor and was prescribed amphetamines.,"Susie got a pillow for her, which kept her awake.",Susie was tossing and turning.  was hard. ,Susie then went to bed at normal times. ,Susie was tired and tired. Susie was tired and tired. Susie was tired and tired
87449ab5-1c6d-4095-b954-0cff5216789e-1,Riley was the head of a marketing firm.,The campaign launched according to plan and they sold record numbers.,His plan were simplistic and his lines were unclear.,Riley thought she knew what to do.,Riley had an idea for a marketing campaign.  came to plan a new plan. ,Riley worked extremely hard at her job. ,Riley was the head of a marketing firm. Riley was very successful. Riley was very successful
87449ab5-1c6d-4095-b954-0cff5216789e-1,Riley was the head of a marketing firm.,The campaign launched according to plan and they sold record numbers.,Riley had a team that worked closely together to come up with a new plan.,Riley brought the calls over to her management team.,Riley had an idea for a marketing campaign.  came to plan a new plan. ,Riley worked extremely hard at her job. ,Riley was the head of a marketing firm. Riley was very successful. Riley was very successful
87449ab5-1c6d-4095-b954-0cff5216789e-1,Riley was the head of a marketing firm.,The campaign launched according to plan and they sold record numbers.,Riley didn't like her job and hardly showed up for work.,Riley went to an early campaign.,Riley had an idea for a marketing campaign.  came to plan a new plan. ,Riley worked extremely hard at her job. ,Riley was the head of a marketing firm. Riley was very successful. Riley was very successful
87449ab5-1c6d-4095-b954-0cff5216789e-1,Riley was the head of a marketing firm.,The campaign launched according to plan and they sold record numbers.,Riley had an idea for a anti-purchasing campaign.,Riley gave a presentation.,Riley had an idea for a marketing campaign.  came to plan a new plan. ,Riley worked extremely hard at her job. ,Riley was the head of a marketing firm. Riley was very successful. Riley was very successful
8752af72-d046-4b0c-b8f2-70b7830775fa2,Ryan used to work for mall security.,Ryan decided his job was rather dull.,Nothing happened at work.,Ryan was nervous at first.,Ryan just sat there doing nothing.  came and was very tired. ,Ryan hated his job. ,Ryan was fired for being too busy. Ryan was late for work. Ryan was late for work
8752af72-d046-4b0c-b8f2-70b7830775fa2,Ryan used to work for mall security.,Ryan decided his job was rather dull.,Ryan just sat there doing nothing.,Ryan did not know what to do.,Ryan just sat there doing nothing.  came and was very tired. ,Ryan hated his job. ,Ryan was fired for being too busy. Ryan was late for work. Ryan was late for work
8752af72-d046-4b0c-b8f2-70b7830775fa2,Ryan used to work for mall security.,Ryan decided his job was rather dull.,Ryan got bored working at the mall.,The security guard fell asleep.,Ryan just sat there doing nothing.  came and was very tired. ,Ryan hated his job. ,Ryan was fired for being too busy. Ryan was late for work. Ryan was late for work
8752af72-d046-4b0c-b8f2-70b7830775fa2,Ryan used to work for mall security.,Ryan decided his job was rather dull.,Ryan enjoyed his job.,Ryan realized that he didn't pay attention to customers.,Ryan just sat there doing nothing.  came and was very tired. ,Ryan hated his job. ,Ryan was fired for being too busy. Ryan was late for work. Ryan was late for work
877f08ea-db7b-44d9-8537-71533447142a-1,Jay was watching golf.,After that Jay found golf interesting.,Jay couldn't find a golfer to get a hole in one.,Jay started to get lost.,Jay saw a golfer get a hole in one. . ,Jay saw a golfer get a hole in one. ,Jay played golf with his friends. Jay played golf with his friends. Jay played golf with his friends
